Date,Adj Close
2010-01-04,40.27
2010-01-05,40.41
2010-01-06,40.970001
2010-01-07,40.720001
2010-01-08,40.93
2010-01-11,40.540001
2010-01-12,39.630001
2010-01-13,39.209999
2010-01-14,39.060001
2010-01-15,38.400002
2010-01-19,38.93
2010-01-20,37.889999
2010-01-21,37.240002
2010-01-22,36.34
2010-01-25,36.810001
2010-01-26,36.5
2010-01-27,36.080002
2010-01-28,36.16
2010-01-29,35.639999
2010-02-01,36.720001
2010-02-02,37.529999
2010-02-03,37.650002
2010-02-04,35.799999
2010-02-05,35.209999
2010-02-08,35.09
2010-02-09,36.209999
2010-02-10,36.509998
2010-02-11,36.779999
2010-02-12,36.310001
2010-02-16,37.790001
2010-02-17,37.970001
2010-02-18,38.73
2010-02-19,39.09
2010-02-22,39.029999
2010-02-23,38.330002
2010-02-24,38.990002
2010-02-25,38.110001
2010-02-26,38.82
2010-03-01,38.349998
2010-03-02,38.799999
2010-03-03,39.400002
2010-03-04,39.150002
2010-03-05,39.849998
2010-03-08,39.790001
2010-03-09,39.549999
2010-03-10,39.900002
2010-03-11,40.049999
2010-03-12,39.509998
2010-03-15,38.830002
2010-03-16,39.790001
2010-03-17,40.23
2010-03-18,39.919998
2010-03-19,39.200001
2010-03-22,39.560001
2010-03-23,39.700001
2010-03-24,38.939999
2010-03-25,38.900002
2010-03-26,38.830002
2010-03-29,39.959999
2010-03-30,39.950001
2010-03-31,40.290001
2010-04-01,41.240002
2010-04-05,42.07
2010-04-06,42.02
2010-04-07,41.52
2010-04-08,41.439999
2010-04-09,41.169998
2010-04-12,40.93
2010-04-13,40.889999
2010-04-14,41.759998
2010-04-15,41.709999
2010-04-16,40.599998
2010-04-19,40.110001
2010-04-20,40.299999
2010-04-21,40.27
2010-04-22,40.299999
2010-04-23,40.950001
2010-04-26,40.349998
2010-04-27,39.369999
2010-04-28,39.970001
2010-04-29,41.040001
2010-04-30,41.330002
2010-05-03,41.459999
2010-05-04,39.700001
2010-05-05,38.310001
2010-05-06,36.959999
2010-05-07,36.310001
2010-05-10,37.23
2010-05-11,36.759998
2010-05-12,36.77
2010-05-13,36.130001
2010-05-14,34.810001
2010-05-17,33.880001
2010-05-18,33.470001
2010-05-19,33.509998
2010-05-20,32.200001
2010-05-21,32.27
2010-05-24,32.169998
2010-05-25,31.85
2010-05-26,32.59
2010-05-27,34.310001
2010-05-28,34.040001
2010-06-01,33.18
2010-06-02,33.790001
2010-06-03,34.259998
2010-06-04,32.68
2010-06-07,32.59
2010-06-08,33.189999
2010-06-09,33.950001
2010-06-10,34.77
2010-06-11,34.23
2010-06-14,34.330002
2010-06-15,35.23
2010-06-16,35.490002
2010-06-17,35.139999
2010-06-18,35.41
2010-06-21,35.330002
2010-06-22,35
2010-06-23,34.240002
2010-06-24,34.389999
2010-06-25,35.66
2010-06-28,35.209999
2010-06-29,34.169998
2010-06-30,33.959999
2010-07-01,32.869999
2010-07-02,32.599998
2010-07-06,32.610001
2010-07-07,33.650002
2010-07-08,34.23
2010-07-09,34.34
2010-07-12,33.779999
2010-07-13,34.740002
2010-07-14,34.66
2010-07-15,34.580002
2010-07-16,34.16
2010-07-19,34.459999
2010-07-20,34.82
2010-07-21,34.200001
2010-07-22,35.419998
2010-07-23,35.389999
2010-07-26,35.349998
2010-07-27,34.669998
2010-07-28,34.360001
2010-07-29,35.060001
2010-07-30,35.34
2010-08-02,36.48
2010-08-03,36.91
2010-08-04,36.900002
2010-08-05,36.709999
2010-08-06,36.200001
2010-08-09,36.529999
2010-08-10,35.869999
2010-08-11,34.740002
2010-08-12,33.919998
2010-08-13,33.790001
2010-08-16,33.610001
2010-08-17,33.869999
2010-08-18,33.68
2010-08-19,33.25
2010-08-20,32.950001
2010-08-23,32.43
2010-08-24,31.77
2010-08-25,32.369999
2010-08-26,32.619999
2010-08-27,33.57
2010-08-30,33.02
2010-08-31,31.92
2010-09-01,32.950001
2010-09-02,33.389999
2010-09-03,33.09
2010-09-07,32.77
2010-09-08,33.139999
2010-09-09,32.889999
2010-09-10,33.77
2010-09-13,34.029999
2010-09-14,33.889999
2010-09-15,33.490002
2010-09-16,32.98
2010-09-17,32.650002
2010-09-20,33.220001
2010-09-21,32.650002
2010-09-22,32.580002
2010-09-23,32.669998
2010-09-24,33.400002
2010-09-27,33.240002
2010-09-28,33.189999
2010-09-29,33.939999
2010-09-30,34.84
2010-10-01,35.630001
2010-10-04,35.59
2010-10-05,36.09
2010-10-06,36.279999
2010-10-07,35.459999
2010-10-08,36.150002
2010-10-11,35.599998
2010-10-12,35.650002
2010-10-13,36.16
2010-10-14,36
2010-10-15,35.470001
2010-10-18,36.279999
2010-10-19,34.619999
2010-10-20,35.59
2010-10-21,34.849998
2010-10-22,35.490002
2010-10-25,35.57
2010-10-26,35.68
2010-10-27,35.419998
2010-10-28,35.389999
2010-10-29,35.169998
2010-11-01,35.810001
2010-11-02,36.27
2010-11-03,36.740002
2010-11-04,37.490002
2010-11-05,37.650002
2010-11-08,37.529999
2010-11-09,37.049999
2010-11-10,38.040001
2010-11-11,37.84
2010-11-12,36.470001
2010-11-15,36.5
2010-11-16,35.450001
2010-11-17,34.73
2010-11-18,35.5
2010-11-19,35.220001
2010-11-22,35.049999
2010-11-23,34.950001
2010-11-24,36.080002
2010-11-26,35.970001
2010-11-29,36.779999
2010-11-30,36.040001
2010-12-01,37.200001
2010-12-02,37.77
2010-12-03,38.310001
2010-12-06,38.220001
2010-12-07,37.799999
2010-12-08,37.959999
2010-12-09,37.939999
2010-12-10,37.66
2010-12-13,37.889999
2010-12-14,37.900002
2010-12-15,37.990002
2010-12-16,37.77
2010-12-17,37.810001
2010-12-20,38.049999
2010-12-21,38.290001
2010-12-22,38.639999
2010-12-23,38.98
2010-12-27,38.709999
2010-12-28,38.91
2010-12-29,38.82
2010-12-30,38.119999
2010-12-31,39
2011-01-03,39.049999
2011-01-04,38.080002
2011-01-05,38.52
2011-01-06,37.68
2011-01-07,37.669998
2011-01-10,38.169998
2011-01-11,38.880001
2011-01-12,38.990002
2011-01-13,38.650002
2011-01-14,38.919998
2011-01-18,38.73
2011-01-19,38.540001
2011-01-20,37.57
2011-01-21,37.509998
2011-01-24,36.93
2011-01-25,36.27
2011-01-26,36.849998
2011-01-27,35.939999
2011-01-28,37.580002
2011-01-31,38.610001
2011-02-01,38.07
2011-02-02,38.18
2011-02-03,38.09
2011-02-04,37.34
2011-02-07,36.66
2011-02-08,36.639999
2011-02-09,36.5
2011-02-10,36.540001
2011-02-11,36.049999
2011-02-14,35.880001
2011-02-15,35.389999
2011-02-16,35.529999
2011-02-17,36.060001
2011-02-18,36.360001
2011-02-22,38.490002
2011-02-23,39.799999
2011-02-24,38.970001
2011-02-25,39.68
2011-02-28,39.189999
2011-03-01,40.48
2011-03-02,41.389999
2011-03-03,41.18
2011-03-04,42.330002
2011-03-07,42.369999
2011-03-08,42.310001
2011-03-09,42.049999
2011-03-10,41.400002
2011-03-11,40.689999
2011-03-14,40.91
2011-03-15,39.389999
2011-03-16,39.68
2011-03-17,40.689999
2011-03-18,40.970001
2011-03-21,41.130001
2011-03-22,41.93
2011-03-23,42.110001
2011-03-24,42.049999
2011-03-25,42.18
2011-03-28,41.419998
2011-03-29,41.830002
2011-03-30,41.66
2011-03-31,42.599998
2011-04-01,43.169998
2011-04-04,43.259998
2011-04-05,43.099998
2011-04-06,43.369999
2011-04-07,43.990002
2011-04-08,45.150002
2011-04-11,43.639999
2011-04-12,42.299999
2011-04-13,42.75
2011-04-14,43.279999
2011-04-15,43.709999
2011-04-18,42.880001
2011-04-19,42.950001
2011-04-20,44.220001
2011-04-21,44.57
2011-04-25,44.529999
2011-04-26,44.48
2011-04-27,45.02
2011-04-28,44.830002
2011-04-29,45.150002
2011-05-02,44.93
2011-05-03,44.080002
2011-05-04,43.259998
2011-05-05,39.32
2011-05-06,38.869999
2011-05-09,40.869999
2011-05-10,41.080002
2011-05-11,39.349998
2011-05-12,39.279999
2011-05-13,39.439999
2011-05-16,38.509998
2011-05-17,38.549999
2011-05-18,39.5
2011-05-19,39.07
2011-05-20,39.470001
2011-05-23,38.470001
2011-05-24,39.279999
2011-05-25,39.93
2011-05-26,39.599998
2011-05-27,39.709999
2011-05-31,40.5
2011-06-01,39.52
2011-06-02,39.68
2011-06-03,39.66
2011-06-06,39
2011-06-07,39.049999
2011-06-08,39.849998
2011-06-09,40.139999
2011-06-10,39.07
2011-06-13,38.259998
2011-06-14,39.099998
2011-06-15,37.580002
2011-06-16,37.419998
2011-06-17,36.630001
2011-06-20,36.720001
2011-06-21,36.790001
2011-06-22,37.099998
2011-06-23,36.009998
2011-06-24,35.810001
2011-06-27,35.639999
2011-06-28,36.419998
2011-06-29,37.23
2011-06-30,37.240002
2011-07-01,37.150002
2011-07-05,37.959999
2011-07-06,37.889999
2011-07-07,38.610001
2011-07-08,37.799999
2011-07-11,37.290001
2011-07-12,37.93
2011-07-13,38.349998
2011-07-14,37.549999
2011-07-15,38.130001
2011-07-18,37.59
2011-07-19,38.25
2011-07-20,38.400002
2011-07-21,38.720001
2011-07-22,38.93
2011-07-25,38.68
2011-07-26,38.810001
2011-07-27,37.970001
2011-07-28,37.91
2011-07-29,37.419998
2011-08-01,37.200001
2011-08-02,36.400002
2011-08-03,35.860001
2011-08-04,33.73
2011-08-05,33.950001
2011-08-08,31.51
2011-08-09,31.620001
2011-08-10,31.780001
2011-08-11,33.299999
2011-08-12,33.23
2011-08-15,34.220001
2011-08-16,33.830002
2011-08-17,34.009998
2011-08-18,31.719999
2011-08-19,32.119999
2011-08-22,32.720001
2011-08-23,33.419998
2011-08-24,33.080002
2011-08-25,32.970001
2011-08-26,33.150002
2011-08-29,33.959999
2011-08-30,34.439999
2011-08-31,34.509998
2011-09-01,34.470001
2011-09-02,33.639999
2011-09-06,33.59
2011-09-07,34.689999
2011-09-08,34.459999
2011-09-09,33.849998
2011-09-12,34.419998
2011-09-13,34.849998
2011-09-14,34.34
2011-09-15,34.599998
2011-09-16,34.139999
2011-09-19,33.290001
2011-09-20,33.43
2011-09-21,32.919998
2011-09-22,31.129999
2011-09-23,31.09
2011-09-26,31.469999
2011-09-27,32.369999
2011-09-28,31.25
2011-09-29,31.969999
2011-09-30,30.49
2011-10-03,29.74
2011-10-04,29.91
2011-10-05,30.84
2011-10-06,31.98
2011-10-07,32.040001
2011-10-10,33.240002
2011-10-11,33.009998
2011-10-12,32.919998
2011-10-13,32.650002
2011-10-14,33.869999
2011-10-17,33.43
2011-10-18,34.150002
2011-10-19,33.310001
2011-10-20,33.330002
2011-10-21,33.849998
2011-10-24,35.380001
2011-10-25,35.799999
2011-10-26,35.060001
2011-10-27,36.209999
2011-10-28,36.029999
2011-10-31,35.740002
2011-11-01,35.200001
2011-11-02,35.669998
2011-11-03,36.32
2011-11-04,36.459999
2011-11-07,37.09
2011-11-08,37.43
2011-11-09,37
2011-11-10,37.720001
2011-11-11,38.209999
2011-11-14,37.860001
2011-11-15,38.43
2011-11-16,39.34
2011-11-17,38.23
2011-11-18,37.82
2011-11-21,37.59
2011-11-22,37.82
2011-11-23,37.16
2011-11-25,37.16
2011-11-28,37.849998
2011-11-29,38.549999
2011-11-30,38.779999
2011-12-01,38.610001
2011-12-02,39.029999
2011-12-05,39.009998
2011-12-06,39
2011-12-07,38.810001
2011-12-08,37.779999
2011-12-09,38.5
2011-12-12,37.880001
2011-12-13,38.610001
2011-12-14,36.66
2011-12-15,36.130001
2011-12-16,36.27
2011-12-19,36.200001
2011-12-20,37.560001
2011-12-21,38.110001
2011-12-22,38.279999
2011-12-23,38.490002
2011-12-27,39.060001
2011-12-28,38.34
2011-12-29,38.41
2011-12-30,38.110001
2012-01-03,39.689999
2012-01-04,39.77
2012-01-05,39.169998
2012-01-06,39.220001
2012-01-09,39.080002
2012-01-10,39.34
2012-01-11,38.919998
2012-01-12,38.060001
2012-01-13,38.16
2012-01-17,38.790001
2012-01-18,38.830002
2012-01-19,38.689999
2012-01-20,37.779999
2012-01-23,38.389999
2012-01-24,38.099998
2012-01-25,38.349998
2012-01-26,38.369999
2012-01-27,38.299999
2012-01-30,38.009998
2012-01-31,37.82
2012-02-01,37.380001
2012-02-02,37.130001
2012-02-03,37.59
2012-02-06,37.330002
2012-02-07,37.950001
2012-02-08,38.040001
2012-02-09,38.330002
2012-02-10,38.02
2012-02-13,38.689999
2012-02-14,38.84
2012-02-15,39.18
2012-02-16,39.279999
2012-02-17,39.75
2012-02-21,40.580002
2012-02-22,40.59
2012-02-23,41.369999
2012-02-24,42.009998
2012-02-27,41.18
2012-02-28,40.790001
2012-02-29,40.919998
2012-03-01,41.75
2012-03-02,40.77
2012-03-05,40.970001
2012-03-06,40.130001
2012-03-07,40.610001
2012-03-08,40.82
2012-03-09,41.09
2012-03-12,40.700001
2012-03-13,40.830002
2012-03-14,40.41
2012-03-15,40.279999
2012-03-16,41.029999
2012-03-19,41.290001
2012-03-20,40.43
2012-03-21,40.66
2012-03-22,40.139999
2012-03-23,40.689999
2012-03-26,40.77
2012-03-27,40.709999
2012-03-28,40.189999
2012-03-29,39.290001
2012-03-30,39.23
2012-04-02,40.029999
2012-04-03,39.66
2012-04-04,38.84
2012-04-05,39.259998
2012-04-09,38.970001
2012-04-10,38.509998
2012-04-11,39.009998
2012-04-12,39.439999
2012-04-13,39.150002
2012-04-16,39.18
2012-04-17,39.639999
2012-04-18,39.049999
2012-04-19,38.959999
2012-04-20,39.389999
2012-04-23,39.029999
2012-04-24,39.169998
2012-04-25,39.41
2012-04-26,39.529999
2012-04-27,39.619999
2012-04-30,39.68
2012-05-01,40.150002
2012-05-02,39.889999
2012-05-03,38.830002
2012-05-04,37.290001
2012-05-07,37.049999
2012-05-08,36.869999
2012-05-09,36.52
2012-05-10,36.610001
2012-05-11,36.259998
2012-05-14,35.610001
2012-05-15,35.279999
2012-05-16,35.049999
2012-05-17,35.040001
2012-05-18,34.43
2012-05-21,35.150002
2012-05-22,34.48
2012-05-23,34.09
2012-05-24,34.259998
2012-05-25,34.220001
2012-05-29,34.23
2012-05-30,33.02
2012-05-31,32.610001
2012-06-01,31.43
2012-06-04,31.76
2012-06-05,31.76
2012-06-06,32.150002
2012-06-07,31.719999
2012-06-08,31.799999
2012-06-11,30.700001
2012-06-12,31.42
2012-06-13,31.1
2012-06-14,31.73
2012-06-15,31.629999
2012-06-18,31.32
2012-06-19,31.68
2012-06-20,30.49
2012-06-21,29.459999
2012-06-22,30.1
2012-06-25,29.799999
2012-06-26,29.809999
2012-06-27,30.200001
2012-06-28,29.5
2012-06-29,31.83
2012-07-02,31.43
2012-07-03,32.939999
2012-07-05,32.619999
2012-07-06,31.59
2012-07-09,32.169998
2012-07-10,31.52
2012-07-11,32.330002
2012-07-12,32.200001
2012-07-13,32.68
2012-07-16,33.119999
2012-07-17,33.380001
2012-07-18,33.689999
2012-07-19,34.639999
2012-07-20,34.200001
2012-07-23,33
2012-07-24,33.150002
2012-07-25,33.209999
2012-07-26,33.41
2012-07-27,33.669998
2012-07-30,33.450001
2012-07-31,32.68
2012-08-01,33.169998
2012-08-02,32.599998
2012-08-03,34.07
2012-08-06,34.419998
2012-08-07,34.91
2012-08-08,34.869999
2012-08-09,34.93
2012-08-10,34.849998
2012-08-13,34.66
2012-08-14,34.919998
2012-08-15,35.189999
2012-08-16,35.560001
2012-08-17,35.950001
2012-08-20,35.830002
2012-08-21,35.98
2012-08-22,36.220001
2012-08-23,35.759998
2012-08-24,35.68
2012-08-27,35.610001
2012-08-28,35.790001
2012-08-29,35.380001
2012-08-30,35.259998
2012-08-31,35.889999
2012-09-04,35.509998
2012-09-05,35.57
2012-09-06,35.23
2012-09-07,35.880001
2012-09-10,35.849998
2012-09-11,36.110001
2012-09-12,36.040001
2012-09-13,36.509998
2012-09-14,36.84
2012-09-17,35.75
2012-09-18,35.57
2012-09-19,34.119999
2012-09-20,34.509998
2012-09-21,34.490002
2012-09-24,34.09
2012-09-25,33.75
2012-09-26,33.34
2012-09-27,34.150002
2012-09-28,34.119999
2012-10-01,34.25
2012-10-02,34.02
2012-10-03,32.610001
2012-10-04,33.939999
2012-10-05,33.349998
2012-10-08,33.220001
2012-10-09,34.18
2012-10-10,33.84
2012-10-11,34.290001
2012-10-12,34
2012-10-15,34
2012-10-16,34.130001
2012-10-17,34.099998
2012-10-18,34.07
2012-10-19,33.34
2012-10-22,32.900002
2012-10-23,31.969999
2012-10-24,31.629999
2012-10-25,31.780001
2012-10-26,31.790001
2012-10-31,31.780001
2012-11-01,32.060001
2012-11-02,31.35
2012-11-05,31.610001
2012-11-06,32.560001
2012-11-07,31.209999
2012-11-08,31.299999
2012-11-09,31.73
2012-11-12,31.59
2012-11-13,31.41
2012-11-14,31.77
2012-11-15,31.49
2012-11-16,31.93
2012-11-19,32.669998
2012-11-20,31.950001
2012-11-21,32.119999
2012-11-23,32.32
2012-11-26,32.189999
2012-11-27,31.98
2012-11-28,31.790001
2012-11-29,32.169998
2012-11-30,32.560001
2012-12-03,32.599998
2012-12-04,32.400002
2012-12-05,32.220001
2012-12-06,31.66
2012-12-07,31.530001
2012-12-10,31.389999
2012-12-11,31.469999
2012-12-12,31.780001
2012-12-13,31.58
2012-12-14,31.809999
2012-12-17,32.009998
2012-12-18,32.18
2012-12-19,32.669998
2012-12-20,32.73
2012-12-21,32.360001
2012-12-24,32.240002
2012-12-26,33.150002
2012-12-27,33.189999
2012-12-28,33.040001
2012-12-31,33.369999
2013-01-02,33.82
2013-01-03,33.740002
2013-01-04,33.880001
2013-01-07,33.919998
2013-01-08,33.959999
2013-01-09,33.880001
2013-01-10,34.169998
2013-01-11,34.060001
2013-01-14,34.279999
2013-01-15,33.990002
2013-01-16,34.279999
2013-01-17,34.669998
2013-01-18,34.77
2013-01-22,35.009998
2013-01-23,34.610001
2013-01-24,34.759998
2013-01-25,34.779999
2013-01-28,34.939999
2013-01-29,35.290001
2013-01-30,35.490002
2013-01-31,35.279999
2013-02-01,35.349998
2013-02-04,34.779999
2013-02-05,35.029999
2013-02-06,35.040001
2013-02-07,34.68
2013-02-08,34.700001
2013-02-11,35.119999
2013-02-12,35.279999
2013-02-13,35.189999
2013-02-14,35.27
2013-02-15,34.720001
